19607
(0.303173, 0.908697)
(0.303087, 0.916102)
(0.303701, 0.899826)
(0.308746, 0.91223)
(0.296896, 0.905374)
(0.311308, 0.903113)
(0.296801, 0.915927)
(0.293795, 0.909981)
(0.289698, 0.915973)
(0.288088, 0.911132)
(0.298538, 0.922682)
(0.293103, 0.921511)
(0.315417, 0.912584)
(0.314655, 0.91894)
(0.312919, 0.907995)
(0.309493, 0.918633)
(0.316953, 0.92488)
(0.323672, 0.917175)
(0.289975, 0.906)
(0.295088, 0.926651)
(0.300467, 0.927358)
(0.285609, 0.921284)
(0.288628, 0.926756)
(0.322351, 0.909507)
(0.28086, 0.923876)
(0.294028, 0.934763)
(0.282176, 0.930506)
(0.288784, 0.932196)
(0.295048, 0.900318)
(0.299306, 0.897142)
(0.304756, 0.933099)
(0.308641, 0.925021)
(0.299312, 0.935373)
(0.319161, 0.934361)
(0.313576, 0.930929)
(0.322676, 0.927248)
(0.313877, 0.893566)
(0.31935, 0.904224)
(0.317239, 0.897309)
(0.306461, 0.904899)
(0.30404, 0.921427)
(0.319437, 0.892637)
(0.325564, 0.894798)
(0.309142, 0.895978)
(0.324948, 0.90199)
(0.274716, 0.926415)
(0.285369, 0.938651)
(0.274883, 0.931623)
(0.279497, 0.938995)
(0.289299, 0.941838)
(0.305684, 0.889214)
(0.316088, 0.886973)
(0.311235, 0.884874)
(0.331375, 0.896208)
(0.328058, 0.908325)
(0.332983, 0.902133)
(0.270278, 0.933849)
(0.27408, 0.94101)
(0.264759, 0.932964)
(0.266904, 0.927439)
(0.263578, 0.938123)
(0.299192, 0.941646)
(0.33608, 0.889163)
(0.326876, 0.887462)
(0.338102, 0.89988)
(0.307708, 0.937251)
(0.302199, 0.947658)
(0.293893, 0.949373)
(0.288174, 0.949195)
(0.28234, 0.948592)
(0.2947, 0.954575)
(0.313842, 0.9432)
(0.326937, 0.933506)
(0.328749, 0.919959)
(0.329156, 0.925137)
(0.307354, 0.942422)
(0.313475, 0.9362)
(0.273906, 0.918861)
(0.279563, 0.916427)
(0.303623, 0.894562)
