24900
(0.00325624, 0.406725)
(0.000393866, 0.401661)
(0.00477426, 0.411684)
(0.0101885, 0.404048)
(0.00936131, 0.414397)
(0.0040446, 0.396561)
(0.0116392, 0.398298)
(0.0123046, 0.410058)
(0.0198438, 0.403826)
(0.017449, 0.399085)
(0.0184254, 0.411039)
(0.0243211, 0.411417)
(0.0248532, 0.39664)
(0.00628595, 0.390715)
(0.00188991, 0.387137)
(0.0247311, 0.417663)
(0.0264305, 0.404453)
(0.0313675, 0.415889)
(0.0257752, 0.423697)
(0.0167038, 0.417102)
(0.0206412, 0.426211)
(0.0207702, 0.420752)
(0.0126004, 0.42487)
(0.011858, 0.419407)
(0.0375143, 0.413677)
(0.0338775, 0.406809)
(0.030874, 0.425806)
(0.0401266, 0.420324)
(0.0364756, 0.423976)
(0.0325736, 0.401618)
(0.0416382, 0.410048)
(0.0399786, 0.405114)
(0.0353215, 0.396978)
(0.0277085, 0.391888)
(0.042129, 0.399492)
(0.0386026, 0.39271)
(0.0323259, 0.389959)
(0.0377383, 0.432477)
(0.0410268, 0.427904)
(0.0312713, 0.431377)
(0.00351712, 0.422024)
(0.00591024, 0.427281)
(0.0248987, 0.429491)
(0.0199021, 0.431533)
(0.014367, 0.430712)
(0.0456513, 0.42422)
(0.0448277, 0.436691)
(0.0508105, 0.429158)
(0.00199564, 0.416296)
(0.0224105, 0.435915)
(0.027163, 0.438317)
(0.00898507, 0.385853)
(0.000245349, 0.380827)
(0.00790186, 0.3792)
(0.0075206, 0.373748)
(0.0156037, 0.381352)
(0.00047274, 0.373058)
(0.0147635, 0.374903)
(0.00786246, 0.367994)
(0.0154095, 0.36774)
(0.000844824, 0.366587)
(0.014016, 0.437758)
(0.0195522, 0.440364)
(0.0252042, 0.445164)
(0.0471827, 0.411513)
(0.0070307, 0.432597)
(0.0203971, 0.387826)
(0.0217133, 0.381215)
(0.0219551, 0.37507)
(0.0302768, 0.381683)
(0.0302377, 0.396399)
(0.0389415, 0.384976)
(0.0256284, 0.386634)
(0.00615729, 0.362057)
(0.000731693, 0.358599)
(0.0376252, 0.379124)
(0.0304123, 0.37488)
(0.0219428, 0.368683)
(0.0262049, 0.378409)
(0.0444059, 0.393508)
(0.0136484, 0.443471)
(0.0213465, 0.449949)
(0.0400094, 0.439001)
(0.0430047, 0.444834)
(0.0492387, 0.44081)
(0.0506655, 0.434281)
(0.0404521, 0.371176)
(0.0456621, 0.383513)
(0.0338027, 0.370903)
(0.0427255, 0.377831)
(0.0269292, 0.36814)
(0.0125964, 0.39023)
(0.0314248, 0.441531)
(0.0356778, 0.445479)
(0.0513101, 0.384166)
(0.0534341, 0.377609)
(0.0520173, 0.389671)
(0.0478838, 0.378576)
(0.0430483, 0.388657)
(0.0250037, 0.456973)
(0.013617, 0.450223)
(0.0165038, 0.455826)
(0.0307522, 0.449756)
(0.0561569, 0.37336)
(0.0503416, 0.371178)
(0.0267749, 0.361221)
(0.0214739, 0.361786)
(0.00629494, 0.356334)
(0.0178433, 0.392738)
(0.00888231, 0.440582)
(0.045338, 0.373492)
(0.0470341, 0.367427)
(0.0336535, 0.365608)
(0.0399376, 0.363234)
(0.0332599, 0.358822)
(0.0276635, 0.352382)
(0.021989, 0.355861)
(0.0437854, 0.416582)
(0.0610866, 0.387778)
(0.0532554, 0.396572)
(0.0560927, 0.382682)
(0.00684666, 0.445868)
(0.00714885, 0.45098)
(0.0496988, 0.416872)
(0.0439037, 0.449948)
(0.0374159, 0.455185)
(0.0334308, 0.43656)
(0.0455638, 0.455571)
(0.0506886, 0.446386)
(0.0509576, 0.45613)
(0.00150616, 0.441461)
(0.00387601, 0.454873)
(0.000915115, 0.448258)
(0.0503025, 0.362715)
(0.010507, 0.45477)
(0.0661706, 0.388338)
(0.0622852, 0.382759)
(0.0599751, 0.39752)
(0.0262081, 0.345833)
(0.0321741, 0.349257)
(0.0180099, 0.350032)
(0.0373829, 0.352802)
(0.0452163, 0.358622)
(0.0419021, 0.348267)
(0.0683654, 0.378936)
(0.0701848, 0.384751)
(0.0631182, 0.377429)
(0.0526883, 0.356907)
(0.0592753, 0.3593)
(0.0553084, 0.365218)
(0.0717795, 0.391904)
(0.0655848, 0.397603)
(0.0752645, 0.387052)
(0.0596259, 0.402746)
(0.0588891, 0.392346)
(0.0679372, 0.402661)
(0.0519497, 0.40246)
(0.0154594, 0.35876)
(0.057378, 0.408931)
(0.0640281, 0.406004)
(0.0735891, 0.400409)
(0.0112673, 0.353582)
(0.0116178, 0.363701)
(0.000883574, 0.435702)
(0.0561499, 0.445216)
(0.0565136, 0.440069)
(0.0537226, 0.450622)
(0.0325641, 0.460214)
(0.0381356, 0.465014)
(0.0305948, 0.455508)
(0.04082, 0.458997)
(0.0768205, 0.395428)
(0.080775, 0.391364)
(0.0116777, 0.463719)
